"uf","regiao","ano","idade","obitos_maternos","obitos_descons_durante_a_gravidez_parto_ou_aborto_exceto_ext","obitos_descons_durante_o_puerperio_ate_42_dias_exceto_ext","obitos_descons_durante_o_puerperio_de_43_dias_a_menos_de_1_ano_exceto_ext","obitos_descons_periodo_inconsistente_exceto_ext","obitos_descons_durante_a_gravidez_parto_ou_aborto_ext","obitos_descons_durante_o_puerperio_ate_42_dias_ext","obitos_descons_durante_o_puerperio_de_43_dias_a_menos_de_1_ano_ext","obitos_descons_periodo_inconsistente_ext"
"BA","Nordeste",2004,35,6,0,0,2,0,0,0,0,0
"BA","Nordeste",2004,36,11,0,0,1,0,0,0,0,0
"BA","Nordeste",2004,37,6,0,1,1,0,0,0,0,0
"BA","Nordeste",2004,38,7,1,0,1,0,0,0,0,0
"BA","Nordeste",2004,39,5,0,2,0,0,0,0,0,0
"BA","Nordeste",2004,40,7,0,1,0,0,0,0,0,0
"BA","Nordeste",2004,41,3,1,0,0,0,0,0,0,0
"BA","Nordeste",2004,42,1,0,0,2,0,0,0,0,0
"BA","Nordeste",2004,46,1,0,0,2,0,0,0,0,0
"BA","Nordeste",2004,48,0,0,0,2,0,0,0,0,0
"BA","Nordeste",2004,49,1,0,1,0,0,0,0,0,0
"BA","Nordeste",2005,17,4,0,0,0,0,0,1,0,0
"BA","Nordeste",2005,18,3,0,1,2,0,0,0,0,0
"BA","Nordeste",2005,19,8,0,1,0,0,0,0,0,0
"BA","Nordeste",2005,22,6,0,0,0,0,1,0,0,0
"BA","Nordeste",2005,23,7,0,0,2,0,1,0,0,0
"BA","Nordeste",2005,24,9,0,0,1,0,0,0,0,0
"BA","Nordeste",2005,25,4,0,0,0,0,1,0,0,0
"BA","Nordeste",2005,26,8,0,0,0,0,1,0,0,0
"BA","Nordeste",2005,27,3,0,0,0,0,1,0,0,0
"BA","Nordeste",2005,28,5,1,0,1,0,0,0,0,0
"BA","Nordeste",2005,29,8,0,0,1,0,0,0,0,0
"BA","Nordeste",2005,30,11,0,0,0,0,1,0,0,0
"BA","Nordeste",2005,33,6,0,0,1,0,0,0,0,0
"BA","Nordeste",2005,35,3,0,0,0,0,1,0,0,0
"BA","Nordeste",2005,36,8,0,0,0,1,0,0,0,0
"BA","Nordeste",2005,37,4,0,0,1,0,0,0,0,0
"BA","Nordeste",2005,38,6,0,0,1,0,0,0,0,0
"BA","Nordeste",2006,8,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2006,10,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2006,11,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2006,13,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2006,14,1,1,0,0,0,0,0,0,0
"BA","Nordeste",2006,16,5,1,0,0,0,0,0,0,0
"BA","Nordeste",2006,17,5,1,1,0,0,0,0,0,0
"BA","Nordeste",2006,19,8,2,0,1,0,1,0,0,0
"BA","Nordeste",2006,20,4,2,1,0,0,0,0,0,0
"BA","Nordeste",2006,21,8,2,1,1,0,0,0,0,0
"BA","Nordeste",2006,22,10,2,0,2,0,1,0,0,0
"BA","Nordeste",2006,23,7,0,0,2,0,0,0,0,0
"BA","Nordeste",2006,24,5,0,1,2,0,0,0,0,0
"BA","Nordeste",2006,25,3,4,0,1,0,0,0,0,0
"BA","Nordeste",2006,26,6,2,3,1,0,0,0,0,0
"BA","Nordeste",2006,27,7,0,1,1,0,0,0,0,0
"BA","Nordeste",2006,28,5,0,1,1,0,0,0,0,0
"BA","Nordeste",2006,29,8,3,2,1,2,0,0,0,0
"BA","Nordeste",2006,30,4,0,0,3,0,0,0,0,0
"BA","Nordeste",2006,31,5,0,2,2,0,0,0,0,0
"BA","Nordeste",2006,32,5,0,2,0,0,0,0,0,0
"BA","Nordeste",2006,33,3,0,0,4,1,0,0,0,0
"BA","Nordeste",2006,34,6,0,1,4,0,0,0,0,0
"BA","Nordeste",2006,35,8,0,2,0,1,0,0,0,0
"BA","Nordeste",2006,36,7,1,0,0,0,0,0,0,0
"BA","Nordeste",2006,37,5,2,0,0,0,0,0,0,0
"BA","Nordeste",2006,38,4,2,0,1,0,0,0,0,0
"BA","Nordeste",2006,39,3,1,2,2,0,0,0,0,0
"BA","Nordeste",2006,40,2,0,0,3,0,0,0,0,0
"BA","Nordeste",2006,41,7,0,1,0,0,0,0,0,0
"BA","Nordeste",2006,42,4,1,0,1,0,0,0,0,0
"BA","Nordeste",2006,43,0,1,0,1,0,0,0,0,1
"BA","Nordeste",2006,44,1,1,0,2,0,0,0,0,0
"BA","Nordeste",2006,45,0,1,0,3,0,0,0,0,0
"BA","Nordeste",2006,46,1,1,0,6,1,0,0,0,0
"BA","Nordeste",2006,47,1,1,1,3,0,0,0,1,0
"BA","Nordeste",2006,48,1,2,0,2,0,0,0,0,0
"BA","Nordeste",2006,49,0,2,0,1,0,0,0,0,0
"BA","Nordeste",2006,50,0,3,0,0,0,0,0,1,0
"BA","Nordeste",2006,51,0,2,2,3,0,0,0,0,0
"BA","Nordeste",2006,52,0,2,1,2,0,0,0,0,0
"BA","Nordeste",2006,53,0,3,0,2,0,0,0,0,0
"BA","Nordeste",2006,54,0,1,0,2,1,0,0,0,0
"BA","Nordeste",2006,55,0,2,1,1,0,0,0,0,0
"BA","Nordeste",2006,57,0,1,1,0,0,0,0,0,0
"BA","Nordeste",2006,58,0,2,1,0,0,0,0,0,0
"BA","Nordeste",2006,59,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2006,60,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2006,61,0,1,0,2,0,0,0,0,0
"BA","Nordeste",2006,62,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2006,63,0,2,2,1,0,0,0,0,0
"BA","Nordeste",2006,64,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2006,65,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2007,10,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2007,12,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2007,16,3,1,0,0,0,0,0,0,0
"BA","Nordeste",2007,17,4,1,0,0,0,1,0,0,0
"BA","Nordeste",2007,18,2,0,1,1,0,0,0,0,0
"BA","Nordeste",2007,19,5,2,1,1,0,2,0,1,0
"BA","Nordeste",2007,21,4,1,0,1,0,0,0,0,0
"BA","Nordeste",2007,22,6,3,0,0,0,0,0,0,0
"BA","Nordeste",2007,23,4,0,2,0,0,3,0,1,0
"BA","Nordeste",2007,24,5,0,1,0,0,0,0,0,0
"BA","Nordeste",2007,25,6,0,1,1,0,0,0,0,0
"BA","Nordeste",2007,26,3,4,0,0,0,1,0,0,0
"BA","Nordeste",2007,27,6,0,1,2,0,1,0,0,0
"BA","Nordeste",2007,28,4,1,3,2,0,0,0,0,0
"BA","Nordeste",2007,29,7,0,1,0,0,0,0,0,0
"BA","Nordeste",2007,30,7,1,2,1,0,0,0,0,0
"BA","Nordeste",2007,31,5,1,0,1,0,0,0,0,0
"BA","Nordeste",2007,32,4,1,0,1,0,1,0,1,0
"BA","Nordeste",2007,33,9,2,0,1,0,0,0,0,0
"BA","Nordeste",2007,34,5,1,0,2,0,0,0,0,0
"BA","Nordeste",2007,35,8,3,2,3,0,0,0,0,0
"BA","Nordeste",2007,36,4,3,3,1,0,1,0,0,0
"BA","Nordeste",2007,37,8,0,0,0,1,0,0,0,0
"BA","Nordeste",2007,38,6,0,1,0,0,0,0,0,0
"BA","Nordeste",2007,39,5,0,1,1,0,0,0,0,0
"BA","Nordeste",2007,40,6,0,0,4,0,0,0,0,0
"BA","Nordeste",2007,41,2,1,0,2,0,0,0,0,0
"BA","Nordeste",2007,42,4,0,0,1,0,0,0,0,0
"BA","Nordeste",2007,43,2,0,1,2,0,0,0,0,0
"BA","Nordeste",2007,44,1,0,0,2,0,0,0,0,0
"BA","Nordeste",2007,45,1,1,1,3,0,0,0,0,0
"BA","Nordeste",2007,46,1,3,0,5,0,0,0,0,0
"BA","Nordeste",2007,47,1,1,0,2,0,0,0,0,0
"BA","Nordeste",2007,48,0,0,0,2,0,0,0,0,0
"BA","Nordeste",2007,49,0,4,2,1,0,1,0,0,0
"BA","Nordeste",2007,50,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2007,51,1,1,1,1,0,0,0,0,0
"BA","Nordeste",2007,52,0,6,0,1,1,0,0,0,0
"BA","Nordeste",2007,53,0,2,0,2,0,0,0,0,0
"BA","Nordeste",2007,54,0,3,3,3,1,0,0,0,0
"BA","Nordeste",2007,55,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2007,56,0,1,0,2,0,0,0,0,0
"BA","Nordeste",2007,57,1,2,0,0,0,0,0,0,0
"BA","Nordeste",2007,59,0,0,0,3,0,0,0,0,0
"BA","Nordeste",2007,61,0,1,0,2,0,0,0,0,0
"BA","Nordeste",2007,62,0,1,1,0,0,0,0,0,0
"BA","Nordeste",2007,63,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2007,64,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2007,65,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2007,80,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2007,0,0,0,1,0,0,0,0,0,0
"BA","Nordeste",2008,8,0,0,0,0,1,0,0,0,0
"BA","Nordeste",2008,12,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2008,13,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2008,14,2,0,0,0,0,1,0,0,0
"BA","Nordeste",2008,15,1,0,0,0,0,0,0,1,0
"BA","Nordeste",2008,16,4,1,0,0,0,0,0,1,0
"BA","Nordeste",2008,17,3,1,0,1,0,0,0,0,0
"BA","Nordeste",2008,18,5,1,0,1,0,1,0,1,0
"BA","Nordeste",2008,19,5,0,1,0,0,1,0,0,0
"BA","Nordeste",2008,21,7,0,1,1,0,0,0,0,0
"BA","Nordeste",2008,22,9,0,1,0,0,0,0,0,0
"BA","Nordeste",2008,23,3,0,2,2,1,0,0,0,0
"BA","Nordeste",2008,24,11,1,0,1,1,0,1,0,0
"BA","Nordeste",2008,25,5,0,1,1,0,0,0,0,0
"BA","Nordeste",2008,27,9,0,0,0,0,2,1,0,0
"BA","Nordeste",2008,29,7,2,0,5,1,0,0,0,0
"BA","Nordeste",2008,30,8,0,1,0,0,0,0,0,0
"BA","Nordeste",2008,31,11,0,1,1,0,0,0,1,0
"BA","Nordeste",2008,32,3,0,0,1,0,1,0,0,0
"BA","Nordeste",2008,33,6,1,0,1,0,0,0,1,0
"BA","Nordeste",2008,34,4,0,0,1,0,0,0,0,0
"BA","Nordeste",2008,35,4,1,0,1,1,0,0,0,0
"BA","Nordeste",2008,36,7,0,1,0,0,0,0,0,0
"BA","Nordeste",2008,37,8,0,0,1,0,0,0,0,0
"BA","Nordeste",2008,39,4,1,0,0,0,3,0,0,0
"BA","Nordeste",2008,40,3,0,0,1,0,0,0,0,0
"BA","Nordeste",2008,41,4,0,3,0,0,0,0,0,0
"BA","Nordeste",2008,42,1,0,0,4,0,1,0,0,0
"BA","Nordeste",2008,43,3,1,0,2,2,0,0,1,0
"BA","Nordeste",2008,44,1,0,1,0,0,0,0,0,0
"BA","Nordeste",2008,45,2,2,0,0,0,0,0,0,0
"BA","Nordeste",2008,46,2,1,0,2,0,0,0,0,0
"BA","Nordeste",2008,47,2,1,1,1,0,0,0,1,0
"BA","Nordeste",2008,48,1,0,1,0,0,0,0,0,0
"BA","Nordeste",2008,49,1,1,0,0,0,0,0,0,0
"BA","Nordeste",2008,50,2,1,1,1,0,0,0,0,0
"BA","Nordeste",2008,51,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2008,52,0,4,0,2,0,1,0,0,0
"BA","Nordeste",2008,53,0,1,1,1,0,0,0,0,0
"BA","Nordeste",2008,55,0,1,0,2,0,0,0,0,0
"BA","Nordeste",2008,56,0,1,0,2,0,0,0,0,0
"BA","Nordeste",2008,59,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2008,60,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2008,62,0,2,0,0,0,0,0,0,1
"BA","Nordeste",2008,63,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2008,64,0,0,0,0,2,0,0,0,0
"BA","Nordeste",2008,65,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2009,13,0,0,0,0,1,0,0,0,0
"BA","Nordeste",2009,14,2,0,0,0,0,1,0,0,0
"BA","Nordeste",2009,16,2,1,0,0,0,0,0,0,0
"BA","Nordeste",2009,18,3,1,0,1,0,1,0,0,0
"BA","Nordeste",2009,19,2,0,1,1,0,1,0,0,0
"BA","Nordeste",2009,20,11,0,0,1,0,0,0,1,0
"BA","Nordeste",2009,21,8,1,0,0,0,0,0,0,0
"BA","Nordeste",2009,22,11,2,1,0,0,1,0,0,0
"BA","Nordeste",2009,23,8,0,1,1,0,1,0,0,0
"BA","Nordeste",2009,24,4,0,1,3,0,1,0,0,0
"BA","Nordeste",2009,25,7,0,0,1,0,0,0,0,0
"BA","Nordeste",2009,26,12,2,0,1,0,0,0,0,0
"BA","Nordeste",2009,27,4,0,0,0,0,1,0,0,0
"BA","Nordeste",2009,28,10,0,0,2,0,0,0,0,0
"BA","Nordeste",2009,29,7,0,0,0,1,0,0,0,0
"BA","Nordeste",2009,30,16,0,1,0,0,1,0,0,0
"BA","Nordeste",2009,31,8,2,0,0,0,0,0,0,0
"BA","Nordeste",2009,32,10,0,1,1,0,1,0,0,0
"BA","Nordeste",2009,33,5,0,0,1,0,0,0,0,0
"BA","Nordeste",2009,34,2,0,0,0,0,1,0,0,0
"BA","Nordeste",2009,35,6,1,0,1,0,1,0,0,0
"BA","Nordeste",2009,36,8,0,0,0,0,1,0,0,0
"BA","Nordeste",2009,37,7,1,0,0,0,1,0,0,0
"BA","Nordeste",2009,38,8,1,0,0,1,0,0,0,0
"BA","Nordeste",2009,39,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2009,40,7,1,0,1,0,0,0,0,0
"BA","Nordeste",2009,41,6,1,0,0,0,0,0,1,0
"BA","Nordeste",2009,42,3,0,0,1,0,0,0,0,0
"BA","Nordeste",2009,43,2,0,0,2,0,0,0,0,0
"BA","Nordeste",2009,44,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2009,45,1,2,0,1,0,0,0,0,0
"BA","Nordeste",2009,46,1,1,0,0,0,0,0,1,0
"BA","Nordeste",2009,47,2,2,0,0,0,0,0,0,0
"BA","Nordeste",2009,49,1,1,0,0,0,0,0,0,0
"BA","Nordeste",2009,53,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2009,54,0,1,0,0,0,0,1,0,0
"BA","Nordeste",2009,55,1,1,0,0,0,0,0,0,0
"BA","Nordeste",2009,57,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2009,59,0,1,1,0,0,0,0,0,0
"BA","Nordeste",2009,60,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2009,61,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2009,64,0,0,0,0,0,0,1,0,0
"BA","Nordeste",2010,0,0,0,6,0,0,0,0,0,0
"BA","Nordeste",2010,10,0,0,0,0,0,0,0,1,0
"BA","Nordeste",2010,13,2,0,0,0,0,1,0,0,0
"BA","Nordeste",2010,14,0,1,0,1,0,1,0,0,0
"BA","Nordeste",2010,15,3,1,0,0,0,1,0,0,0
"BA","Nordeste",2010,16,4,2,0,0,0,2,0,1,0
"BA","Nordeste",2010,17,6,2,0,0,0,1,0,0,0
"BA","Nordeste",2010,18,4,0,2,0,0,1,0,0,0
"BA","Nordeste",2010,19,6,1,1,1,0,2,0,0,0
"BA","Nordeste",2010,20,5,1,2,2,0,2,0,0,0
"BA","Nordeste",2010,21,7,1,0,0,0,1,0,0,0
"BA","Nordeste",2010,22,4,0,1,0,0,2,0,0,0
"BA","Nordeste",2010,23,4,0,0,0,0,2,1,0,0
"BA","Nordeste",2010,24,4,0,2,0,0,0,0,1,0
"BA","Nordeste",2010,25,10,1,0,1,0,0,0,1,0
"BA","Nordeste",2010,26,2,1,1,0,0,0,0,0,0
"BA","Nordeste",2010,27,11,0,1,1,0,0,0,0,0
"BA","Nordeste",2010,28,7,4,0,1,0,0,0,0,0
"BA","Nordeste",2010,29,6,2,1,0,0,1,0,1,0
"BA","Nordeste",2010,30,13,1,1,3,0,2,0,0,0
"BA","Nordeste",2010,31,12,1,1,2,0,0,0,0,0
"BA","Nordeste",2010,32,2,0,0,1,0,0,0,0,0
"BA","Nordeste",2010,33,9,0,0,0,0,2,0,0,0
"BA","Nordeste",2010,34,7,2,0,2,0,1,0,1,0
"BA","Nordeste",2010,35,5,1,0,1,1,0,0,0,0
"BA","Nordeste",2010,36,5,0,1,2,0,0,0,0,0
"BA","Nordeste",2010,37,5,0,1,1,0,0,0,0,0
"BA","Nordeste",2010,38,1,5,1,1,0,0,0,0,0
"BA","Nordeste",2010,39,3,1,1,1,0,0,0,0,0
"BA","Nordeste",2010,40,6,0,0,1,0,0,0,0,0
"BA","Nordeste",2010,41,1,1,2,0,0,0,0,0,0
"BA","Nordeste",2010,42,1,3,1,0,0,0,0,0,0
"BA","Nordeste",2010,43,2,1,1,1,0,0,0,0,0
"BA","Nordeste",2010,44,1,1,0,1,0,0,0,0,0
"BA","Nordeste",2010,45,0,0,1,2,0,0,0,0,0
"BA","Nordeste",2010,46,1,0,0,1,0,0,0,0,0
"BA","Nordeste",2010,47,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2010,48,1,3,0,1,0,0,0,0,0
"BA","Nordeste",2010,49,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2010,50,0,3,1,0,0,0,1,0,0
"BA","Nordeste",2010,51,0,3,0,0,0,0,0,0,0
"BA","Nordeste",2010,52,0,1,0,2,0,0,0,0,0
"BA","Nordeste",2010,53,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2010,54,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2010,55,0,1,0,2,0,0,0,0,0
"BA","Nordeste",2010,56,0,3,0,2,0,0,0,0,0
"BA","Nordeste",2010,57,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2010,58,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2010,59,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2010,60,0,3,0,1,0,0,0,0,0
"BA","Nordeste",2010,61,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2010,62,0,2,0,1,0,0,0,0,0
"BA","Nordeste",2010,63,0,3,1,3,0,0,0,0,0
"BA","Nordeste",2010,64,0,4,1,2,0,0,0,0,0
"BA","Nordeste",2010,65,0,1,1,1,0,0,0,0,0
"BA","Nordeste",2010,0,1,0,0,0,0,1,0,0,0
"BA","Nordeste",2011,0,0,5,11,0,0,0,0,0,0
"BA","Nordeste",2011,16,6,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,17,5,0,0,0,0,1,0,0,0
"BA","Nordeste",2011,18,3,0,0,1,0,0,0,0,0
"BA","Nordeste",2011,19,5,0,0,0,0,2,0,0,0
"BA","Nordeste",2011,21,5,0,0,1,0,0,0,0,0
"BA","Nordeste",2011,23,5,0,0,3,0,0,0,0,0
"BA","Nordeste",2011,24,10,0,0,1,0,1,0,1,0
"BA","Nordeste",2011,25,10,0,0,2,0,0,0,0,0
"BA","Nordeste",2011,26,10,0,1,1,0,0,0,1,0
"BA","Nordeste",2011,27,4,1,0,1,0,0,0,1,0
"BA","Nordeste",2011,28,3,0,0,0,0,1,0,0,0
"BA","Nordeste",2011,31,3,0,0,2,0,1,0,0,0
"BA","Nordeste",2011,32,3,0,0,1,0,1,0,0,0
"BA","Nordeste",2011,33,5,1,1,0,0,1,0,0,0
"BA","Nordeste",2011,34,5,0,0,0,0,1,0,0,0
"BA","Nordeste",2011,35,6,0,0,0,0,1,0,0,0
"BA","Nordeste",2011,36,1,0,0,1,0,0,0,0,0
"BA","Nordeste",2011,37,7,0,0,1,0,1,1,0,0
"BA","Nordeste",2011,38,4,1,2,0,0,0,0,0,0
"BA","Nordeste",2011,39,3,0,1,0,0,0,0,0,0
"BA","Nordeste",2011,40,4,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,41,3,0,0,1,0,1,0,0,0
"BA","Nordeste",2011,43,1,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,46,1,0,0,2,0,0,0,0,0
"BA","Nordeste",2011,47,1,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,50,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,51,1,2,0,0,0,0,0,0,0
"BA","Nordeste",2011,52,0,3,0,2,0,0,0,0,0
"BA","Nordeste",2011,53,0,4,0,0,0,1,0,0,0
"BA","Nordeste",2011,54,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,56,0,0,1,0,0,0,0,0,0
"BA","Nordeste",2011,57,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2011,58,0,4,0,1,0,0,0,0,0
"BA","Nordeste",2011,59,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2011,60,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,61,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,62,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2011,64,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,65,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2011,0,0,2,0,0,0,1,0,0,0
"BA","Nordeste",2012,0,0,3,14,1,0,0,0,0,0
"BA","Nordeste",2012,13,0,0,0,0,0,2,0,0,0
"BA","Nordeste",2012,16,1,0,0,0,0,3,0,0,0
"BA","Nordeste",2012,17,1,0,0,0,0,1,0,0,0
"BA","Nordeste",2012,18,4,1,0,0,0,2,0,0,0
"BA","Nordeste",2012,19,3,0,0,2,0,0,0,0,0
"BA","Nordeste",2012,20,3,0,1,0,0,0,0,1,0
"BA","Nordeste",2012,21,0,1,0,1,0,2,0,0,0
"BA","Nordeste",2012,22,7,0,1,1,0,2,0,0,0
"BA","Nordeste",2012,23,3,0,2,2,0,0,0,0,0
"BA","Nordeste",2012,24,13,0,0,2,0,1,0,1,0
"BA","Nordeste",2012,25,9,0,2,0,0,2,0,0,0
"BA","Nordeste",2012,26,7,0,0,1,0,1,0,0,0
"BA","Nordeste",2012,27,3,0,1,0,0,0,0,0,0
"BA","Nordeste",2012,28,9,1,0,0,0,1,0,1,0
"BA","Nordeste",2012,29,6,0,0,1,0,1,0,0,0
"BA","Nordeste",2012,31,4,0,1,0,0,0,0,0,0
"BA","Nordeste",2012,33,10,1,0,1,0,0,0,0,0
"BA","Nordeste",2012,34,7,0,1,0,0,0,0,0,0
"BA","Nordeste",2012,35,4,1,1,0,0,0,0,0,0
"BA","Nordeste",2012,36,3,0,0,0,0,0,0,1,0
"BA","Nordeste",2012,37,6,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,38,3,0,1,0,0,0,0,0,0
"BA","Nordeste",2012,39,4,0,0,1,0,0,0,0,0
"BA","Nordeste",2012,40,5,1,1,1,0,0,0,0,0
"BA","Nordeste",2012,42,4,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,43,1,1,0,1,0,0,0,0,0
"BA","Nordeste",2012,44,2,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,46,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,47,0,1,0,1,0,0,0,0,0
"BA","Nordeste",2012,49,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,51,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2012,54,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,57,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2012,59,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,60,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2012,61,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2012,63,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2012,65,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2013,0,0,2,9,0,0,0,0,0,0
"BA","Nordeste",2013,15,1,0,0,0,0,1,1,0,0
"BA","Nordeste",2013,16,5,0,1,1,0,1,0,0,0
"BA","Nordeste",2013,17,3,0,1,0,0,0,0,0,0
"BA","Nordeste",2013,18,9,0,0,0,0,1,1,0,0
"BA","Nordeste",2013,19,4,0,0,2,0,2,0,0,0
"BA","Nordeste",2013,20,5,0,0,2,0,1,0,0,0
"BA","Nordeste",2013,21,9,0,0,2,0,1,0,0,0
"BA","Nordeste",2013,22,5,1,0,0,0,1,0,0,0
"BA","Nordeste",2013,23,6,0,0,1,0,0,1,0,0
"BA","Nordeste",2013,24,7,1,0,0,0,2,0,0,0
"BA","Nordeste",2013,25,7,2,0,3,0,0,0,0,0
"BA","Nordeste",2013,26,3,0,1,0,0,2,0,0,0
"BA","Nordeste",2013,27,5,0,2,0,0,0,0,0,0
"BA","Nordeste",2013,28,7,1,1,1,0,1,0,0,0
"BA","Nordeste",2013,29,8,0,1,0,0,1,0,0,0
"BA","Nordeste",2013,30,9,0,1,2,0,1,0,0,0
"BA","Nordeste",2013,31,5,0,0,2,0,0,0,0,0
"BA","Nordeste",2013,32,12,0,0,0,0,1,0,0,0
"BA","Nordeste",2013,33,4,1,0,0,0,1,0,0,0
"BA","Nordeste",2013,34,8,0,0,1,0,0,0,0,0
"BA","Nordeste",2013,35,9,0,0,1,0,0,0,0,0
"BA","Nordeste",2013,36,7,0,0,1,0,0,0,0,0
"BA","Nordeste",2013,39,3,0,0,3,0,0,0,0,0
"BA","Nordeste",2013,42,1,0,0,1,0,0,0,0,0
"BA","Nordeste",2013,45,1,0,1,1,0,0,0,0,0
"BA","Nordeste",2013,46,1,0,0,1,0,0,0,0,0
"BA","Nordeste",2013,47,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2013,48,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2013,50,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2013,51,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2013,52,0,2,0,0,0,0,0,0,0
"BA","Nordeste",2013,53,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2013,54,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2013,57,0,0,0,1,0,0,0,0,0
"BA","Nordeste",2014,0,0,1,4,0,0,0,0,0,0
"BA","Nordeste",2014,9,0,1,0,0,0,0,0,0,0
"BA","Nordeste",2014,15,0,0,0,0,0,1,0,0,0
"BA","Nordeste",2014,16,3,0,0,1,0,0,0,0,0
"BA","Nordeste",2014,17,5,0,0,0,0,1,0,0,0
"BA","Nordeste",2014,19,2,1,1,0,0,0,0,0,0
"BA","Nordeste",2014,20,4,0,0,1,0,1,0,0,0
"BA","Nordeste",2014,22,2,1,0,1,0,1,0,0,0
"BA","Nordeste",2014,23,3,0,0,0,0,1,0,0,0
"BA","Nordeste",2014,24,5,0,0,1,0,1,0,1,0
"BA","Nordeste",2014,25,3,0,1,2,0,0,0,0,0
"BA","Nordeste",2014,26,9,0,0,2,0,0,0,0,0
"BA","Nordeste",2014,27,3,0,1,0,0,2,0,0,0
"BA","Nordeste",2014,29,9,0,1,1,0,1,1,0,0
"BA","Nordeste",2014,31,2,0,1,0,0,1,1,0,0
"BA","Nordeste",2014,32,6,0,1,1,0,0,0,0,0
"BA","Nordeste",2014,33,7,0,1,0,0,0,0,0,0
"BA","Nordeste",2014,36,10,0,0,3,0,1,0,1,0
"BA","Nordeste",2014,38,6,1,0,0,0,0,0,1,0
"BA","Nordeste",2014,40,1,1,1,2,0,0,0,0,0
"BA","Nordeste",2014,41,1,0,0,1,0,0,0,0,0
"BA","Nordeste",2014,42,6,2,0,0,0,1,0,1,0
"BA","Nordeste",2014,43,1,0,0,1,0,0,0,0,0
