"uf","regiao","ano","idade","obitos_maternos","obitos_descons_durante_a_gravidez_parto_ou_aborto_exceto_ext","obitos_descons_durante_o_puerperio_ate_42_dias_exceto_ext","obitos_descons_durante_o_puerperio_de_43_dias_a_menos_de_1_ano_exceto_ext","obitos_descons_periodo_inconsistente_exceto_ext","obitos_descons_durante_a_gravidez_parto_ou_aborto_ext","obitos_descons_durante_o_puerperio_ate_42_dias_ext","obitos_descons_durante_o_puerperio_de_43_dias_a_menos_de_1_ano_ext","obitos_descons_periodo_inconsistente_ext"
"AC","Norte",1996,17,0,1,0,0,0,0,0,0,0
"AC","Norte",1996,18,1,2,0,0,0,0,0,0,0
"AC","Norte",1996,29,0,0,0,0,0,1,0,0,0
"AC","Norte",1996,33,0,1,0,0,0,0,0,0,0
"AC","Norte",1996,36,0,0,0,0,0,1,0,0,0
"AC","Norte",1996,40,0,1,0,0,0,0,0,0,0
"AC","Norte",1997,31,0,1,0,0,0,0,0,0,0
"AC","Norte",1998,14,1,1,0,0,0,0,0,0,0
"AC","Norte",1998,18,0,0,0,0,0,1,0,0,0
"AC","Norte",1998,23,1,1,0,0,0,0,0,0,0
"AC","Norte",1999,16,0,0,0,0,0,1,0,0,0
"AC","Norte",1999,17,0,1,0,0,0,1,0,0,0
"AC","Norte",1999,18,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,22,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,23,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,25,0,0,0,0,0,1,0,0,0
"AC","Norte",1999,27,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,29,1,2,0,0,0,0,0,0,0
"AC","Norte",1999,32,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,37,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,38,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,40,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,41,0,1,0,0,0,0,0,0,0
"AC","Norte",1999,44,0,1,0,0,0,0,0,0,0
"AC","Norte",2000,20,1,0,0,0,0,1,0,0,0
"AC","Norte",2000,32,0,1,0,1,0,0,0,0,0
"AC","Norte",2000,38,0,1,0,0,0,0,0,0,0
"AC","Norte",2000,41,1,1,0,0,0,0,0,0,0
"AC","Norte",2000,43,0,1,0,0,0,0,0,0,0
"AC","Norte",2001,26,0,1,0,0,0,0,0,0,0
"AC","Norte",2002,27,1,0,0,0,1,0,0,0,0
"AC","Norte",2002,32,0,0,0,1,0,0,0,0,0
"AC","Norte",2003,18,0,1,0,0,0,0,0,0,0
"AC","Norte",2003,26,2,0,0,0,1,0,0,0,0
"AC","Norte",2004,27,0,1,1,0,0,0,0,0,0
"AC","Norte",2004,28,1,0,1,0,0,0,0,0,0
"AC","Norte",2004,38,0,1,0,0,0,0,0,0,0
"AC","Norte",2004,39,0,0,0,1,0,0,0,0,0
"AC","Norte",2005,14,0,0,0,1,0,0,0,0,0
"AC","Norte",2005,18,0,0,0,0,0,0,0,1,0
"AC","Norte",2005,23,0,0,0,0,0,1,0,0,0
"AC","Norte",2005,25,0,0,1,0,0,0,0,0,0
"AC","Norte",2005,27,1,0,0,1,0,0,0,0,0
"AC","Norte",2005,31,0,0,0,0,1,0,0,0,0
"AC","Norte",2006,20,0,1,0,0,0,0,0,0,0
"AC","Norte",2006,26,0,1,0,0,0,0,0,0,0
"AC","Norte",2006,29,0,1,0,0,0,0,0,0,0
"AC","Norte",2006,30,0,0,0,0,0,0,0,1,0
"AC","Norte",2006,31,0,1,0,0,0,0,0,0,0
"AC","Norte",2006,39,0,0,0,0,0,1,0,0,0
"AC","Norte",2006,42,0,2,0,1,0,0,0,0,0
"AC","Norte",2006,45,0,1,0,0,0,0,0,0,0
"AC","Norte",2006,53,0,0,0,1,0,0,0,0,0
"AC","Norte",2006,65,0,1,0,0,0,0,0,0,0
"AC","Norte",2007,12,0,0,0,0,0,1,0,0,0
"AC","Norte",2007,15,0,0,0,0,0,1,0,0,0
"AC","Norte",2007,21,0,0,0,0,0,0,0,1,0
"AC","Norte",2007,24,1,0,1,0,0,0,0,0,0
"AC","Norte",2007,26,1,0,0,1,0,0,0,0,0
"AC","Norte",2007,28,1,0,0,0,0,1,0,1,0
"AC","Norte",2007,30,0,0,1,0,0,0,0,0,0
"AC","Norte",2007,37,0,1,0,0,0,0,0,0,0
"AC","Norte",2007,45,0,0,0,1,0,0,0,0,0
"AC","Norte",2007,47,0,0,0,1,0,0,0,0,0
"AC","Norte",2007,49,0,1,0,0,0,0,0,0,0
"AC","Norte",2008,13,0,0,0,1,0,0,0,0,0
"AC","Norte",2008,15,0,0,1,0,0,0,0,0,0
"AC","Norte",2008,18,0,0,0,0,0,0,0,1,0
"AC","Norte",2008,19,0,0,1,0,0,0,0,0,0
"AC","Norte",2008,20,0,0,1,0,0,0,0,0,0
"AC","Norte",2008,23,0,0,1,0,0,0,0,0,0
"AC","Norte",2008,26,0,0,0,0,1,0,0,0,0
"AC","Norte",2008,27,0,2,0,0,0,1,0,0,0
"AC","Norte",2008,30,0,1,0,0,0,0,0,0,0
"AC","Norte",2008,31,0,0,0,0,0,0,0,1,0
"AC","Norte",2008,44,0,1,0,0,0,0,0,0,0
"AC","Norte",2008,48,0,1,0,1,0,0,0,0,0
"AC","Norte",2008,49,0,1,0,0,0,0,0,0,0
"AC","Norte",2008,51,0,0,0,1,0,0,0,0,0
"AC","Norte",2008,53,0,1,0,0,0,0,0,0,0
"AC","Norte",2009,0,0,0,0,3,0,0,0,0,0
"AC","Norte",2009,15,0,1,0,0,0,0,0,0,0
"AC","Norte",2009,16,0,0,0,1,0,0,0,0,0
"AC","Norte",2009,20,1,0,1,0,0,0,0,0,0
"AC","Norte",2009,22,0,0,2,0,0,0,0,0,0
"AC","Norte",2009,25,0,0,0,0,0,1,0,0,0
"AC","Norte",2009,33,0,0,2,0,0,0,0,0,0
"AC","Norte",2009,36,0,1,0,0,0,0,0,0,0
"AC","Norte",2009,37,0,1,0,0,0,0,0,0,0
"AC","Norte",2009,39,0,1,0,0,0,0,0,0,0
"AC","Norte",2009,52,0,0,0,2,0,0,0,0,0
"AC","Norte",2009,53,0,0,0,1,0,0,0,0,0
"AC","Norte",2009,54,0,1,0,0,0,0,0,0,0
"AC","Norte",2009,62,0,1,0,0,0,0,0,0,0
"AC","Norte",2010,11,0,0,0,1,0,0,0,0,0
"AC","Norte",2010,16,0,1,1,0,0,0,0,0,0
"AC","Norte",2010,20,0,1,0,0,0,0,0,0,0
"AC","Norte",2010,21,0,1,0,0,0,0,0,0,0
"AC","Norte",2010,27,0,1,0,0,0,0,0,0,0
"AC","Norte",2010,29,0,1,0,0,0,0,0,0,0
"AC","Norte",2010,35,0,1,0,0,0,0,0,0,0
"AC","Norte",2010,45,0,0,0,1,0,0,0,0,0
"AC","Norte",2010,57,0,0,0,1,0,0,0,0,0
"AC","Norte",2011,0,0,0,0,1,0,0,0,0,0
"AC","Norte",2011,17,0,0,1,0,0,0,0,0,0
"AC","Norte",2011,31,0,0,1,0,0,0,0,0,0
"AC","Norte",2011,33,1,0,0,1,0,0,0,0,0
"AC","Norte",2011,37,0,2,0,0,0,0,0,0,0
"AC","Norte",2011,59,0,1,0,0,0,0,0,0,0
"AC","Norte",2012,17,0,0,0,0,0,1,0,0,0
"AC","Norte",2012,21,0,0,0,2,0,0,0,0,0
"AC","Norte",2012,23,1,0,0,0,0,1,0,0,0
"AC","Norte",2012,26,1,0,0,1,0,0,0,0,0
"AC","Norte",2012,29,1,0,1,0,0,0,0,0,0
"AC","Norte",2012,31,0,1,0,0,0,0,0,0,0
"AC","Norte",2012,33,1,1,0,0,0,0,0,0,0
"AC","Norte",2012,35,1,0,0,1,0,0,0,0,0
"AC","Norte",2012,37,0,0,1,0,0,0,0,0,0
"AC","Norte",2012,38,0,0,0,1,0,0,0,0,0
"AC","Norte",2012,53,0,0,0,1,0,0,0,0,0
"AC","Norte",2013,0,0,0,1,0,0,0,0,0,0
"AC","Norte",2013,14,0,0,0,0,0,1,0,0,0
"AC","Norte",2013,17,0,1,0,0,0,0,0,0,0
"AC","Norte",2013,18,1,0,0,1,0,0,0,0,0
"AC","Norte",2013,31,0,0,0,2,0,0,0,0,0
"AC","Norte",2013,35,1,0,0,1,0,0,0,0,0
"AC","Norte",2013,37,0,0,0,0,0,1,0,0,0
"AC","Norte",2013,42,0,0,1,0,0,0,0,0,0
"AC","Norte",2014,22,0,0,0,0,0,1,0,0,0
"AC","Norte",2014,25,0,0,0,0,0,1,0,0,0
"AC","Norte",2014,50,0,1,0,0,0,0,0,0,0
"AC","Norte",2014,54,0,1,0,0,0,0,0,0,0
"AC","Norte",2015,0,0,0,1,0,0,0,0,0,0
"AC","Norte",2015,17,2,1,0,0,0,0,0,0,0
"AC","Norte",2015,25,0,0,1,0,0,0,0,0,0
"AC","Norte",2015,29,0,0,0,0,0,0,1,0,0
"AC","Norte",2016,0,0,1,2,0,0,0,0,0,0
"AC","Norte",2016,29,0,1,0,0,0,0,0,0,0
"AC","Norte",2016,35,2,0,1,0,0,0,0,0,0
"AC","Norte",2016,50,0,0,0,1,0,0,0,0,0
"AC","Norte",2016,60,0,1,0,0,0,0,0,0,0
"AC","Norte",2017,0,0,1,0,0,0,0,0,0,0
"AC","Norte",2017,23,1,0,0,0,0,1,0,0,0
"AC","Norte",2017,26,0,0,0,0,0,1,0,0,0
"AC","Norte",2017,29,0,0,0,1,0,0,0,0,0
"AC","Norte",2018,18,0,0,0,1,0,0,0,0,0
"AC","Norte",2018,24,1,0,1,0,0,0,0,0,0
"AC","Norte",2018,32,0,1,0,0,0,0,0,0,0
"AC","Norte",2018,33,0,0,1,0,0,0,0,0,0
"AC","Norte",2018,35,0,0,0,1,0,0,0,0,0
"AC","Norte",2018,36,1,0,0,1,0,0,0,0,0
"AC","Norte",2018,52,0,1,0,0,0,0,0,0,0
"AC","Norte",2019,14,0,0,0,0,0,1,0,0,0
"AC","Norte",2019,17,0,0,0,0,0,1,0,0,0
"AC","Norte",2019,18,0,0,0,1,0,0,0,0,0
"AC","Norte",2019,29,1,0,1,0,0,0,1,0,0
"AC","Norte",2019,32,0,0,1,0,0,0,0,0,0
"AC","Norte",2019,34,1,0,0,1,0,0,0,0,0
"AC","Norte",2019,57,0,1,0,0,0,0,0,0,0
"AC","Norte",2020,0,0,0,0,1,0,0,0,0,0
"AC","Norte",2020,19,1,0,1,0,0,1,0,0,0
"AC","Norte",2020,30,1,0,0,1,0,0,0,0,0
"AC","Norte",2020,34,0,0,1,1,0,0,0,0,0
"AC","Norte",2020,35,1,0,0,1,0,0,0,0,0
"AC","Norte",2020,41,0,0,1,0,0,0,0,0,0
"AC","Norte",2020,53,0,2,0,0,0,0,0,0,0
"AC","Norte",2020,60,0,2,0,0,0,0,0,0,0
"AC","Norte",2020,64,0,1,0,1,0,0,0,0,0
"AC","Norte",2021,20,0,0,0,0,0,1,0,0,0
"AC","Norte",2021,22,2,0,1,0,0,0,0,0,0
"AC","Norte",2021,24,1,0,0,1,0,0,0,0,0
"AC","Norte",2021,26,0,0,1,0,0,0,0,0,0
"AC","Norte",2021,27,1,0,1,0,0,0,0,0,0
"AC","Norte",2021,30,0,1,1,0,0,0,0,0,0
"AC","Norte",2021,31,1,0,0,1,0,0,0,0,0
"AC","Norte",2021,38,0,1,0,0,0,0,0,0,0
"AC","Norte",2021,39,0,0,1,0,0,0,0,0,0
"AC","Norte",2021,40,0,0,1,0,0,0,0,0,0
"AC","Norte",2021,42,1,1,0,0,0,0,0,0,0
"AC","Norte",2021,51,0,1,0,0,0,0,0,0,0
"AC","Norte",2021,56,0,1,0,0,0,0,0,0,0
"AC","Norte",2021,61,0,1,0,0,0,0,0,0,0
"AC","Norte",2021,62,0,1,0,0,0,0,0,0,0
"AC","Norte",2021,64,0,1,0,0,0,0,0,0,0
"AC","Norte",2022,16,0,1,0,0,0,0,0,0,0
"AC","Norte",2022,18,0,0,0,0,0,0,0,1,0
"AC","Norte",2022,19,0,1,0,0,0,0,0,0,0
"AC","Norte",2022,23,0,0,0,1,0,0,0,0,0
"AC","Norte",2022,26,0,1,1,0,0,0,0,0,0
"AC","Norte",2022,34,0,1,0,0,0,0,0,0,0
"AC","Norte",2022,42,0,1,0,0,0,0,0,0,0
"AC","Norte",2022,45,0,0,1,0,0,0,0,0,0
"AC","Norte",2022,55,0,2,0,0,0,0,0,0,0
"AL","Nordeste",1996,18,0,2,0,0,0,0,0,0,0
"AL","Nordeste",1996,32,1,0,0,0,0,1,0,0,0
"AL","Nordeste",1996,35,1,1,0,0,0,0,0,0,0
"AL","Nordeste",1996,38,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1996,73,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1996,82,0,2,0,0,0,0,0,0,0
"AL","Nordeste",1997,40,2,1,0,0,0,0,0,0,0
"AL","Nordeste",1997,47,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,19,0,0,0,0,0,1,0,0,0
"AL","Nordeste",1998,26,0,0,0,0,0,1,0,0,0
"AL","Nordeste",1998,28,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,30,1,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,31,2,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,39,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,40,1,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,43,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,44,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,46,0,1,0,0,0,0,0,0,0
"AL","Nordeste",1998,49,0,2,0,0,0,0,0,0,0
"AL","Nordeste",1998,76,0,0,0,0,0,1,0,0,0
"AL","Nordeste",1999,19,1,0,0,1,0,0,0,0,0
"AL","Nordeste",1999,23,0,2,0,0,0,0,0,0,0
"AL","Nordeste",1999,26,0,0,1,0,0,0,0,0,0
"AL","Nordeste",1999,29,2,1,0,0,0,0,0,0,0
"AL","Nordeste",1999,36,1,0,0,1,0,0,0,0,0
"AL","Nordeste",1999,38,1,0,0,1,0,0,0,0,0
"AL","Nordeste",1999,39,2,1,0,0,0,0,0,0,0
"AL","Nordeste",1999,40,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2000,16,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2000,17,2,0,0,0,0,0,0,0,1
"AL","Nordeste",2000,18,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2000,22,2,0,1,0,0,0,0,0,0
"AL","Nordeste",2000,25,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2000,28,1,0,0,0,0,1,0,0,0
"AL","Nordeste",2000,32,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2000,49,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2001,23,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2001,24,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2001,25,0,1,0,0,0,1,0,0,0
"AL","Nordeste",2001,29,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2001,32,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2001,33,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2001,34,1,0,1,0,0,0,0,0,0
"AL","Nordeste",2001,36,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2001,47,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2001,48,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2002,14,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2002,19,3,1,0,0,0,0,0,0,0
"AL","Nordeste",2002,21,4,0,1,0,0,0,0,0,0
"AL","Nordeste",2002,23,0,1,1,0,0,0,0,0,0
"AL","Nordeste",2002,24,1,1,0,1,0,0,0,0,0
"AL","Nordeste",2002,27,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2002,31,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2002,34,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2002,40,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2002,45,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2003,17,3,1,0,0,0,0,0,0,0
"AL","Nordeste",2003,24,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2003,26,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2003,27,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2003,31,0,0,0,0,0,0,0,1,0
"AL","Nordeste",2003,32,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2003,34,4,0,1,0,0,0,0,0,0
"AL","Nordeste",2003,37,2,0,0,1,0,0,0,0,0
"AL","Nordeste",2003,38,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2003,43,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2003,44,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2003,45,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2003,49,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2004,17,1,0,0,0,0,1,0,0,0
"AL","Nordeste",2004,20,1,0,0,0,0,0,0,1,0
"AL","Nordeste",2004,21,1,0,1,0,0,0,0,0,0
"AL","Nordeste",2004,22,1,1,0,2,0,0,0,0,0
"AL","Nordeste",2004,24,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2004,25,0,1,0,0,1,1,0,0,0
"AL","Nordeste",2004,26,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2004,31,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2004,32,3,1,0,0,0,0,0,0,0
"AL","Nordeste",2004,41,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2004,47,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2005,15,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2005,17,2,0,1,0,0,0,0,0,0
"AL","Nordeste",2005,20,4,0,2,0,0,0,0,0,0
"AL","Nordeste",2005,21,2,0,1,0,0,0,0,0,0
"AL","Nordeste",2005,31,3,0,1,0,0,0,0,0,0
"AL","Nordeste",2005,32,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2005,34,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2005,36,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2005,37,0,1,0,0,1,0,0,0,0
"AL","Nordeste",2005,38,2,0,0,1,0,0,0,0,0
"AL","Nordeste",2005,45,0,0,0,2,0,0,0,0,0
"AL","Nordeste",2005,48,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2005,49,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2006,23,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2006,27,0,0,0,0,2,0,0,0,0
"AL","Nordeste",2006,31,1,0,1,0,1,0,0,0,0
"AL","Nordeste",2006,32,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2006,39,3,0,1,0,0,0,0,0,0
"AL","Nordeste",2006,42,2,0,0,0,1,0,0,0,0
"AL","Nordeste",2006,43,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2006,49,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2006,50,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2006,52,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2006,53,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2006,54,0,0,0,2,0,0,0,0,0
"AL","Nordeste",2006,56,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2006,59,0,0,0,0,0,0,0,1,0
"AL","Nordeste",2006,61,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2006,62,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,14,0,0,0,0,0,1,0,0,0
"AL","Nordeste",2007,15,1,0,0,0,1,0,0,0,0
"AL","Nordeste",2007,17,2,0,1,0,0,0,0,0,0
"AL","Nordeste",2007,18,0,1,0,0,1,0,0,0,0
"AL","Nordeste",2007,19,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2007,20,1,1,1,0,0,1,0,0,0
"AL","Nordeste",2007,21,1,0,0,0,1,0,0,0,0
"AL","Nordeste",2007,23,1,0,1,0,0,0,0,0,0
"AL","Nordeste",2007,24,0,0,0,1,1,0,0,0,0
"AL","Nordeste",2007,25,1,0,0,0,0,0,0,0,1
"AL","Nordeste",2007,26,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2007,27,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2007,29,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,30,2,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,31,1,2,0,0,0,0,0,0,0
"AL","Nordeste",2007,33,1,0,1,0,0,0,0,0,0
"AL","Nordeste",2007,35,0,1,2,1,0,0,0,0,0
"AL","Nordeste",2007,37,0,3,2,1,0,0,0,0,0
"AL","Nordeste",2007,38,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2007,42,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2007,47,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,49,0,0,0,2,0,0,0,0,0
"AL","Nordeste",2007,51,0,1,0,2,0,0,0,0,0
"AL","Nordeste",2007,52,0,0,0,2,0,0,0,0,0
"AL","Nordeste",2007,54,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2007,57,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,58,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2007,59,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,62,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,63,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2007,64,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,15,1,0,0,1,1,0,0,0,0
"AL","Nordeste",2008,18,4,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,20,0,1,1,0,0,0,0,0,0
"AL","Nordeste",2008,22,0,1,0,0,0,1,0,0,0
"AL","Nordeste",2008,23,1,1,0,1,0,0,0,0,0
"AL","Nordeste",2008,25,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,26,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,28,0,0,0,2,0,0,0,0,0
"AL","Nordeste",2008,29,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,30,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2008,31,1,2,0,0,0,0,0,0,0
"AL","Nordeste",2008,34,0,0,1,1,0,0,0,0,0
"AL","Nordeste",2008,35,1,1,0,1,0,0,0,0,0
"AL","Nordeste",2008,36,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,37,1,0,1,0,0,0,0,0,0
"AL","Nordeste",2008,38,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,41,1,1,1,2,0,0,0,0,0
"AL","Nordeste",2008,43,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2008,47,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,48,0,0,0,2,0,0,0,0,0
"AL","Nordeste",2008,49,0,2,0,0,0,0,0,0,0
"AL","Nordeste",2008,52,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2008,53,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2008,58,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2008,62,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2008,64,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2009,20,1,0,1,0,0,1,0,0,0
"AL","Nordeste",2009,23,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2009,26,0,2,0,0,0,0,0,0,0
"AL","Nordeste",2009,27,0,0,0,0,0,0,0,1,0
"AL","Nordeste",2009,32,2,0,0,0,0,1,0,0,0
"AL","Nordeste",2009,33,2,2,0,0,0,0,0,0,0
"AL","Nordeste",2009,34,1,0,0,1,0,1,0,0,0
"AL","Nordeste",2009,36,1,0,0,1,0,0,0,0,1
"AL","Nordeste",2009,37,0,2,1,0,0,0,0,0,0
"AL","Nordeste",2009,38,0,0,1,0,0,0,0,0,0
"AL","Nordeste",2009,40,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2009,46,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2009,47,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2009,48,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2009,49,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2009,52,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2009,53,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2009,54,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2009,58,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,8,0,0,0,0,0,1,0,0,0
"AL","Nordeste",2010,15,3,1,0,0,0,0,0,0,0
"AL","Nordeste",2010,17,2,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,18,0,0,2,1,0,0,0,0,0
"AL","Nordeste",2010,19,2,0,2,0,0,0,0,0,0
"AL","Nordeste",2010,20,1,0,1,0,0,1,0,0,0
"AL","Nordeste",2010,21,1,1,1,1,1,0,0,0,0
"AL","Nordeste",2010,24,1,1,0,0,1,1,0,0,0
"AL","Nordeste",2010,26,1,0,2,0,0,1,0,0,0
"AL","Nordeste",2010,29,1,1,1,0,0,1,0,0,0
"AL","Nordeste",2010,30,1,0,1,0,0,0,0,0,0
"AL","Nordeste",2010,31,2,2,0,0,0,0,0,0,0
"AL","Nordeste",2010,32,3,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,34,2,1,0,0,0,0,0,0,0
"AL","Nordeste",2010,44,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,46,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2010,48,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2010,50,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,52,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2010,53,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2010,55,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,56,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,57,0,0,2,0,0,0,0,0,0
"AL","Nordeste",2010,58,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,59,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2010,60,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2010,62,0,0,0,0,1,0,0,0,0
"AL","Nordeste",2010,64,0,0,0,3,0,0,0,0,0
"AL","Nordeste",2010,65,0,4,1,0,0,0,0,0,0
"AL","Nordeste",2011,0,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2011,12,0,0,0,0,0,1,0,0,0
"AL","Nordeste",2011,14,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2011,16,1,0,1,1,0,0,0,0,0
"AL","Nordeste",2011,17,1,0,0,1,0,1,0,0,0
"AL","Nordeste",2011,18,1,0,0,1,0,0,0,0,0
"AL","Nordeste",2011,19,3,1,0,0,0,0,0,0,0
"AL","Nordeste",2011,20,0,0,0,0,0,0,0,1,0
"AL","Nordeste",2011,21,2,1,0,0,0,0,1,0,0
"AL","Nordeste",2011,22,0,0,0,1,0,0,0,0,0
"AL","Nordeste",2011,25,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2011,26,2,0,0,2,0,1,0,0,0
"AL","Nordeste",2011,27,0,1,0,2,0,0,0,0,0
"AL","Nordeste",2011,31,0,1,0,1,0,0,0,0,0
"AL","Nordeste",2011,33,3,0,0,0,0,0,0,1,0
"AL","Nordeste",2011,34,1,0,0,0,0,1,0,0,0
"AL","Nordeste",2011,36,1,1,0,0,0,0,0,0,0
"AL","Nordeste",2011,38,0,1,1,0,0,0,0,0,0
"AL","Nordeste",2011,41,0,1,0,0,0,0,0,0,0
"AL","Nordeste",2011,43,1,0,0,0,0,1,0,0,0
