"uf","regiao","ano","idade","Óbitos descons. durante a gravidez, parto ou aborto   (exceto externos)","Óbitos descons. durante o puerpério, até 42 dias   (exceto externos)","Óbitos descons. durante o puerpério, de 43 dias a menos de 1 ano   (exceto externos)","Óbitos descons. período inconsistente   (exceto externos)","Óbitos descons. durante a gravidez, parto ou aborto   (externos)","Óbitos descons. durante o puerpério, até 42 dias   (externos)","Óbitos descons. durante o puerpério, de 43 dias a menos de 1 ano   (externos)","Óbitos descons. período inconsistente   (externos)"
"GO","Centro-Oeste","1998",33,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","1998",35,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","1998",38,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","1998",39,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1998",40,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1998",41,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","1998",45,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1998",49,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1998",54,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","1998",69,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1998",80,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1999",13,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1999",14,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","1999",17,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","1999",19,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","1999",20,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","1999",26,0,1,1,0,1,0,0,0
"GO","Centro-Oeste","1999",28,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1999",36,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","1999",41,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","1999",43,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","1999",44,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2000",12,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2000",16,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2000",20,0,0,0,0,0,1,0,0
"GO","Centro-Oeste","2000",22,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2000",23,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2000",24,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2000",26,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2000",29,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2000",30,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2000",31,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2000",48,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2000",49,0,0,0,1,0,0,0,0
"GO","Centro-Oeste","2001",14,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2001",16,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2001",18,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2001",19,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2001",20,0,0,0,1,0,0,1,0
"GO","Centro-Oeste","2001",21,0,1,1,0,0,0,0,1
"GO","Centro-Oeste","2001",22,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2001",23,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2001",27,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2001",30,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2001",31,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2001",33,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2001",37,0,0,1,1,1,0,1,0
"GO","Centro-Oeste","2001",39,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2001",42,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2001",43,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2001",47,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2001",48,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2001",49,0,0,3,0,0,0,0,0
"GO","Centro-Oeste","2002",16,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2002",17,2,0,0,0,0,0,1,0
"GO","Centro-Oeste","2002",18,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2002",20,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2002",21,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2002",22,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2002",23,0,2,1,0,0,0,0,0
"GO","Centro-Oeste","2002",24,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2002",25,0,0,0,0,1,0,1,0
"GO","Centro-Oeste","2002",30,2,0,1,0,1,0,0,0
"GO","Centro-Oeste","2002",31,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2002",32,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2002",35,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2002",36,1,1,2,0,1,0,0,0
"GO","Centro-Oeste","2002",37,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2002",38,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2002",39,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2002",40,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2002",41,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2002",43,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2002",45,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2002",46,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2002",47,2,0,1,0,0,0,0,0
"GO","Centro-Oeste","2002",48,1,0,2,0,0,0,0,0
"GO","Centro-Oeste","2003",13,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2003",15,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2003",16,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2003",17,0,1,0,0,1,0,0,0
"GO","Centro-Oeste","2003",18,1,0,0,0,0,0,1,0
"GO","Centro-Oeste","2003",20,0,0,3,0,0,0,0,0
"GO","Centro-Oeste","2003",21,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2003",22,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",23,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2003",24,0,0,0,0,0,0,0,1
"GO","Centro-Oeste","2003",25,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",27,1,0,1,0,0,0,1,0
"GO","Centro-Oeste","2003",28,0,0,0,0,0,1,0,0
"GO","Centro-Oeste","2003",29,0,1,0,0,2,0,0,0
"GO","Centro-Oeste","2003",31,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",32,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",34,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2003",36,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",37,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",38,2,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",39,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2003",43,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",44,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2003",45,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2003",47,1,0,2,0,0,0,0,0
"GO","Centro-Oeste","2003",48,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2003",49,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2004",15,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2004",16,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2004",19,0,0,0,0,3,0,0,1
"GO","Centro-Oeste","2004",20,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2004",22,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2004",23,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2004",24,0,0,0,0,2,0,0,0
"GO","Centro-Oeste","2004",25,2,0,0,0,0,0,1,0
"GO","Centro-Oeste","2004",27,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2004",29,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2004",30,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2004",31,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2004",33,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2004",34,1,1,0,0,0,0,0,0
"GO","Centro-Oeste","2004",36,0,0,1,0,0,0,1,0
"GO","Centro-Oeste","2004",37,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2004",39,0,0,0,0,0,1,0,0
"GO","Centro-Oeste","2004",40,1,1,1,0,0,0,0,0
"GO","Centro-Oeste","2004",41,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2004",44,1,0,2,0,0,0,1,0
"GO","Centro-Oeste","2004",46,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2004",49,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2005",17,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2005",18,0,0,1,0,0,0,0,1
"GO","Centro-Oeste","2005",19,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2005",21,0,0,0,0,2,0,0,0
"GO","Centro-Oeste","2005",22,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2005",23,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2005",24,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2005",25,1,0,0,0,1,0,1,0
"GO","Centro-Oeste","2005",30,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2005",31,0,0,0,0,1,0,1,0
"GO","Centro-Oeste","2005",32,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2005",33,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2005",34,1,0,1,0,0,0,1,0
"GO","Centro-Oeste","2005",35,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2005",37,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2005",38,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2005",39,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2005",40,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2005",43,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2005",49,0,0,0,0,0,1,0,0
"GO","Centro-Oeste","2006",12,0,0,1,0,0,0,1,0
"GO","Centro-Oeste","2006",15,0,0,0,0,2,0,0,0
"GO","Centro-Oeste","2006",16,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",17,0,1,0,0,0,0,1,0
"GO","Centro-Oeste","2006",18,0,0,0,0,1,0,1,0
"GO","Centro-Oeste","2006",19,0,0,0,0,0,0,3,0
"GO","Centro-Oeste","2006",20,0,0,0,1,1,0,1,0
"GO","Centro-Oeste","2006",21,0,1,1,0,1,0,2,0
"GO","Centro-Oeste","2006",22,0,1,1,0,1,0,1,0
"GO","Centro-Oeste","2006",24,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",25,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",26,0,0,0,0,0,0,2,0
"GO","Centro-Oeste","2006",27,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2006",28,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",29,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2006",30,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",31,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2006",32,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2006",34,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",35,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2006",36,0,0,0,1,0,0,0,0
"GO","Centro-Oeste","2006",38,2,0,1,0,1,0,0,0
"GO","Centro-Oeste","2006",39,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2006",40,1,0,2,0,0,0,0,0
"GO","Centro-Oeste","2006",41,1,0,0,0,0,0,2,0
"GO","Centro-Oeste","2006",42,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",43,0,0,1,1,0,0,0,0
"GO","Centro-Oeste","2006",44,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2006",45,0,1,3,0,0,0,0,0
"GO","Centro-Oeste","2006",46,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2006",47,1,1,2,0,0,0,0,0
"GO","Centro-Oeste","2006",48,3,0,2,0,0,0,0,0
"GO","Centro-Oeste","2006",49,0,0,0,0,0,1,1,0
"GO","Centro-Oeste","2006",50,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2006",51,1,1,1,0,0,0,0,0
"GO","Centro-Oeste","2006",52,0,0,3,1,0,0,0,0
"GO","Centro-Oeste","2006",54,0,0,3,0,0,0,0,0
"GO","Centro-Oeste","2006",57,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",58,1,1,0,0,0,0,0,0
"GO","Centro-Oeste","2006",59,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2006",61,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2006",62,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",63,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2006",65,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2007",12,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2007",14,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2007",15,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2007",16,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2007",18,0,1,0,0,1,0,1,0
"GO","Centro-Oeste","2007",19,1,1,0,0,0,0,0,0
"GO","Centro-Oeste","2007",20,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2007",21,1,0,4,0,1,0,0,0
"GO","Centro-Oeste","2007",23,0,1,1,0,0,1,1,0
"GO","Centro-Oeste","2007",24,1,0,1,0,1,0,0,0
"GO","Centro-Oeste","2007",25,0,1,0,0,1,0,0,0
"GO","Centro-Oeste","2007",26,0,0,1,0,0,0,1,1
"GO","Centro-Oeste","2007",27,2,2,0,0,1,0,0,0
"GO","Centro-Oeste","2007",28,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2007",29,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2007",30,1,1,0,0,0,0,0,0
"GO","Centro-Oeste","2007",31,2,1,0,1,0,0,0,0
"GO","Centro-Oeste","2007",32,1,0,1,0,0,0,1,0
"GO","Centro-Oeste","2007",33,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2007",34,1,0,0,0,1,0,1,0
"GO","Centro-Oeste","2007",35,1,1,2,0,0,0,0,0
"GO","Centro-Oeste","2007",37,2,0,1,0,0,0,0,0
"GO","Centro-Oeste","2007",38,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2007",39,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2007",41,1,1,1,1,0,0,0,0
"GO","Centro-Oeste","2007",42,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2007",45,1,0,1,1,0,0,0,0
"GO","Centro-Oeste","2007",46,2,0,1,1,0,0,0,0
"GO","Centro-Oeste","2007",47,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2007",48,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2007",49,0,0,1,0,1,0,0,0
"GO","Centro-Oeste","2007",50,0,0,3,0,0,0,0,0
"GO","Centro-Oeste","2007",51,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2007",52,0,1,0,0,0,0,1,0
"GO","Centro-Oeste","2007",53,1,0,4,0,0,0,0,0
"GO","Centro-Oeste","2007",54,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2007",55,0,0,0,1,0,0,0,0
"GO","Centro-Oeste","2007",56,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2007",57,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2007",59,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2007",60,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2007",62,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2007",63,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2007",64,0,1,2,0,0,0,0,0
"GO","Centro-Oeste","2007",99,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2008",10,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2008",15,1,1,0,1,1,0,0,0
"GO","Centro-Oeste","2008",16,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2008",17,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2008",18,0,0,1,0,3,0,0,0
"GO","Centro-Oeste","2008",19,1,1,0,0,1,0,0,0
"GO","Centro-Oeste","2008",20,1,1,1,0,1,1,0,0
"GO","Centro-Oeste","2008",21,0,0,0,0,3,0,0,0
"GO","Centro-Oeste","2008",23,2,1,1,0,0,0,0,0
"GO","Centro-Oeste","2008",25,2,0,1,1,2,0,0,0
"GO","Centro-Oeste","2008",26,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2008",27,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2008",28,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2008",29,0,1,0,0,1,0,0,0
"GO","Centro-Oeste","2008",31,0,0,1,0,0,0,1,0
"GO","Centro-Oeste","2008",32,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2008",33,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2008",34,1,0,2,1,0,0,0,0
"GO","Centro-Oeste","2008",36,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2008",37,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2008",38,2,1,2,0,0,0,0,0
"GO","Centro-Oeste","2008",39,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2008",40,0,0,0,0,1,0,1,0
"GO","Centro-Oeste","2008",41,1,0,0,0,0,0,2,0
"GO","Centro-Oeste","2008",42,2,1,2,0,0,0,0,0
"GO","Centro-Oeste","2008",43,0,0,2,0,0,0,1,0
"GO","Centro-Oeste","2008",44,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2008",45,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2008",46,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2008",47,1,0,1,0,0,0,1,0
"GO","Centro-Oeste","2008",48,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2008",49,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2008",50,1,1,1,0,0,0,0,0
"GO","Centro-Oeste","2008",51,0,1,2,0,0,0,0,0
"GO","Centro-Oeste","2008",52,1,1,3,0,0,0,0,0
"GO","Centro-Oeste","2008",53,1,0,2,0,0,0,0,0
"GO","Centro-Oeste","2008",54,1,0,2,0,0,0,0,0
"GO","Centro-Oeste","2008",56,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2008",57,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2008",58,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2008",59,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2008",60,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2008",62,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2008",63,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2009",0,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2009",11,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2009",12,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",14,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2009",15,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2009",16,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",17,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2009",18,1,1,0,0,0,0,1,0
"GO","Centro-Oeste","2009",19,0,0,1,0,1,0,1,0
"GO","Centro-Oeste","2009",20,1,1,0,0,0,0,0,0
"GO","Centro-Oeste","2009",21,3,1,0,1,0,0,0,0
"GO","Centro-Oeste","2009",22,1,1,0,0,0,0,1,0
"GO","Centro-Oeste","2009",23,2,0,0,0,0,0,1,0
"GO","Centro-Oeste","2009",24,0,1,0,1,1,0,3,0
"GO","Centro-Oeste","2009",25,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",26,0,0,1,0,1,0,2,0
"GO","Centro-Oeste","2009",28,3,2,0,0,0,0,1,0
"GO","Centro-Oeste","2009",29,0,1,0,0,1,0,1,0
"GO","Centro-Oeste","2009",30,0,1,0,0,0,0,0,0
"GO","Centro-Oeste","2009",31,0,0,0,1,0,0,0,0
"GO","Centro-Oeste","2009",32,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",33,1,0,1,0,1,0,0,0
"GO","Centro-Oeste","2009",34,0,0,2,0,0,0,1,0
"GO","Centro-Oeste","2009",35,0,0,0,1,0,0,0,0
"GO","Centro-Oeste","2009",36,1,0,0,0,0,0,1,0
"GO","Centro-Oeste","2009",37,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2009",38,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2009",39,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",40,1,0,2,1,0,0,1,0
"GO","Centro-Oeste","2009",41,0,0,0,0,1,0,1,0
"GO","Centro-Oeste","2009",43,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2009",45,0,0,4,0,0,0,0,0
"GO","Centro-Oeste","2009",46,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2009",47,2,0,3,0,0,0,0,0
"GO","Centro-Oeste","2009",48,0,1,2,0,0,0,0,0
"GO","Centro-Oeste","2009",49,1,0,3,0,0,0,0,0
"GO","Centro-Oeste","2009",50,1,0,3,0,0,0,0,0
"GO","Centro-Oeste","2009",51,1,0,6,0,0,0,0,0
"GO","Centro-Oeste","2009",52,2,0,6,0,0,0,0,0
"GO","Centro-Oeste","2009",53,0,0,4,0,0,0,0,0
"GO","Centro-Oeste","2009",54,0,0,4,0,0,0,0,0
"GO","Centro-Oeste","2009",56,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",57,1,0,2,0,0,0,0,0
"GO","Centro-Oeste","2009",58,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2009",59,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",60,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2009",61,3,0,1,0,0,0,0,0
"GO","Centro-Oeste","2009",62,2,1,2,0,0,0,1,0
"GO","Centro-Oeste","2009",63,2,0,3,0,0,0,0,0
"GO","Centro-Oeste","2009",64,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",0,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",12,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2010",14,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",15,0,0,0,0,2,0,0,0
"GO","Centro-Oeste","2010",16,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",17,0,0,1,0,2,0,1,0
"GO","Centro-Oeste","2010",18,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2010",19,1,0,2,0,1,0,0,0
"GO","Centro-Oeste","2010",20,0,0,1,0,0,0,1,0
"GO","Centro-Oeste","2010",21,1,0,1,0,2,0,0,0
"GO","Centro-Oeste","2010",22,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",23,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",24,0,1,0,0,1,0,0,0
"GO","Centro-Oeste","2010",25,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2010",26,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",27,1,0,0,0,0,0,1,0
"GO","Centro-Oeste","2010",28,1,0,0,0,2,0,0,0
"GO","Centro-Oeste","2010",29,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2010",30,1,0,1,0,1,0,1,0
"GO","Centro-Oeste","2010",31,1,0,1,0,0,0,1,0
"GO","Centro-Oeste","2010",32,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2010",33,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",34,2,1,1,0,0,0,0,0
"GO","Centro-Oeste","2010",35,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",36,0,0,1,0,0,0,1,0
"GO","Centro-Oeste","2010",37,1,1,1,0,0,0,0,0
"GO","Centro-Oeste","2010",38,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2010",39,0,1,2,0,0,0,0,0
"GO","Centro-Oeste","2010",40,0,0,2,0,1,1,0,0
"GO","Centro-Oeste","2010",41,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",42,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2010",43,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",44,2,0,1,0,0,0,1,0
"GO","Centro-Oeste","2010",45,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",46,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",47,2,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",48,0,0,1,0,1,0,0,0
"GO","Centro-Oeste","2010",49,0,0,1,0,0,1,0,0
"GO","Centro-Oeste","2010",50,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",51,1,0,3,0,0,0,0,0
"GO","Centro-Oeste","2010",52,2,0,3,0,0,0,0,0
"GO","Centro-Oeste","2010",53,2,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",54,2,1,0,0,0,0,0,0
"GO","Centro-Oeste","2010",55,1,0,1,0,0,0,1,0
"GO","Centro-Oeste","2010",56,3,1,1,1,0,0,0,0
"GO","Centro-Oeste","2010",57,3,0,0,0,0,0,0,0
"GO","Centro-Oeste","2010",58,1,0,1,1,0,0,0,0
"GO","Centro-Oeste","2010",59,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",60,1,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",61,1,0,4,0,0,0,0,0
"GO","Centro-Oeste","2010",62,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2010",63,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2010",64,1,0,3,0,0,0,0,0
"GO","Centro-Oeste","2010",65,1,0,2,0,0,0,0,0
"GO","Centro-Oeste","2011",0,3,0,0,0,0,0,0,0
"GO","Centro-Oeste","2011",14,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2011",15,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2011",18,0,0,1,0,0,0,0,0
"GO","Centro-Oeste","2011",19,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2011",20,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2011",21,0,0,1,0,2,0,1,0
"GO","Centro-Oeste","2011",22,0,0,0,0,3,0,0,0
"GO","Centro-Oeste","2011",23,0,0,0,0,1,0,0,0
"GO","Centro-Oeste","2011",25,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2011",27,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2011",28,1,0,0,0,1,0,0,0
"GO","Centro-Oeste","2011",29,0,0,2,0,0,0,0,0
"GO","Centro-Oeste","2011",30,2,0,0,0,1,0,0,0
"GO","Centro-Oeste","2011",32,0,0,0,0,2,0,0,0
"GO","Centro-Oeste","2011",33,1,1,1,0,0,0,0,0
"GO","Centro-Oeste","2011",34,0,1,1,0,0,0,0,0
"GO","Centro-Oeste","2011",35,0,0,0,0,0,0,1,0
"GO","Centro-Oeste","2011",37,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2011",38,1,0,0,0,0,0,0,0
"GO","Centro-Oeste","2011",40,0,1,1,0,0,0,0,0
